# Engage CRC32 hash -> bone path map
# Format: <hash_hex_8>	<bone_path>
# Generated from uRig prefabs (extracted from Engage) + 1 stray bone
6CE9DA84	c_trans
9FB48C55	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktA1_jnt
2503834B	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktA1_jnt/r_sprsktA2_jnt
A35FE6D2	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktA1_jnt/r_sprsktA2_jnt/r_sprsktA3_jnt
A305C72E	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktA1_jnt/r_sprsktA2_jnt/r_sprsktA3_jnt/r_sktA4_jnt
13A1379F	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktA1_jnt/r_sprsktA2_jnt/r_sprsktA3_piv
95FD5206	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktA1_jnt/r_sprsktA2_piv
2F4A5D18	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktA1_piv
1920FEFB	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktB1_jnt
D8897306	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktB1_jnt/r_sprsktB2_jnt
3A356D61	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktB1_jnt/r_sprsktB2_jnt/r_sprsktB3_jnt
D2D2EC93	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktB1_jnt/r_sprsktB2_jnt/r_sprsktB3_jnt/r_sktB4_jnt
8ACBBC2C	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktB1_jnt/r_sprsktB2_jnt/r_sprsktB3_piv
6877A24B	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktB1_jnt/r_sprsktB2_piv
A9DE2FB6	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktB1_piv
D27C2D5E	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktC1_jnt
8C0F233D	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktC1_jnt/r_sprsktC2_jnt
FBC3E9CF	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktC1_jnt/r_sprsktC2_jnt/r_sprsktC3_jnt
FD9FF5F8	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktC1_jnt/r_sprsktC2_jnt/r_sprsktC3_jnt/r_sktC4_jnt
4B3D3882	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktC1_jnt/r_sprsktC2_jnt/r_sprsktC3_piv
3CF1F270	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktC1_jnt/r_sprsktC2_piv
6282FC13	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt/r_sprsktC1_piv
BB88BB5B	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt
C73FBBC9	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktA1_jnt
D9DC1D69	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktA1_jnt/r_sprsktA2_jnt
62518B15	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktA1_jnt/r_sprsktA2_jnt/r_sprsktA3_jnt
AD0C0A36	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktA1_jnt/r_sprsktA2_jnt/r_sprsktA3_jnt/r_sktA4_jnt
D2AF5A58	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktA1_jnt/r_sprsktA2_jnt/r_sprsktA3_piv
6922CC24	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktA1_jnt/r_sprsktA2_piv
77C16A84	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktA1_piv
41ABC967	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktB1_jnt
2456ED24	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktB1_jnt/r_sprsktB2_jnt
FB3B00A6	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktB1_jnt/r_sprsktB2_jnt/r_sprsktB3_jnt
DCDB218B	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktB1_jnt/r_sprsktB2_jnt/r_sprsktB3_jnt/r_sktB4_jnt
4BC5D1EB	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktB1_jnt/r_sprsktB2_jnt/r_sprsktB3_piv
94A83C69	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktB1_jnt/r_sprsktB2_piv
F155182A	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktB1_piv
8AF71AC2	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktC1_jnt
70D0BD1F	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktC1_jnt/r_sprsktC2_jnt
3ACD8408	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktC1_jnt/r_sprsktC2_jnt/r_sprsktC3_jnt
F39638E0	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktC1_jnt/r_sprsktC2_jnt/r_sprsktC3_jnt/r_sktC4_jnt
8A335545	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktC1_jnt/r_sprsktC2_jnt/r_sprsktC3_piv
C02E6C52	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktC1_jnt/r_sprsktC2_piv
3A09CB8F	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt_jnt/r_sprsktC1_piv
9BE9ABEE	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt
8492A273	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt
232C8351	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg4_loc
EA53C4D1	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg4_loc/OcclusionVolume
2C8D4D60	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg4_loc/OcclusionVolume/DecalOcclusion
800962D5	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt
883B5FFB	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_leg_loc
276B12F4	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_leg_loc/OcclusionVolume
58044500	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_leg_loc/OcclusionVolume/DecalOcclusion
121FAA91	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg_loc
6B3FA3EB	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg_loc/OcclusionVolume
011EF464	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg_loc/OcclusionVolume/DecalOcclusion
DA569083	c_trans/camFollow_loc
FC5A27B1	c_trans/camLookAt_loc
C9EE7981	c_trans/cameraFree_loc
8636A6F9	c_trans/l_wpn1_loc
0469E45B	c_trans/lookAt_loc
DA0DA69B	c_trans/proportion_loc
BF5117A2	c_trans/r_wpn1_loc
7931FAEA	c_trans/reserve1_loc
D3F76E3F	c_trans/reserve1_loc/magic1
3E91803A	c_trans/reserve2_loc
3D60ED75	c_trans/reserve2_loc/magic2
03F1A98A	c_trans/reserve3_loc
D1C2918C	c_trans/reserve3_loc/magic3
B1D1759A	c_trans/reserve4_loc
3B3EEDA0	c_trans/reserve4_loc/magic4
A4EC8CE0	c_trans_ride
298585C0	c_trans_ride/c_hip_ride_jnt
2BBA0695	c_trans_ride/c_hip_ride_jnt/c_hip_loc
9873888E	c_trans_ride/c_hip_ride_jnt/c_mngskt_ride_jnt
80FE19DC	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt
039DB91C	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt
99D43D5A	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt
719808B7	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt
1C1CB6CB	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt
56F55F7D	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_jnt
4C7818F2	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_jnt/c_sprtil6_ride_jnt
9B31AB1E	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_jnt/c_sprtil6_ride_jnt/c_sprtil7_ride_jnt
47BFBE1A	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_jnt/c_sprtil6_ride_jnt/c_sprtil7_ride_jnt/c_til8_ride_jnt
2BCF7A53	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_jnt/c_sprtil6_ride_jnt/c_sprtil7_ride_piv
FC86C9BF	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_jnt/c_sprtil6_ride_piv
0AF5BB62	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_jnt/c_til6_ride_jnt
E60B8E30	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_jnt/c_sprtil5_ride_piv
ACE26786	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_jnt/c_sprtil4_ride_piv
C166D9FA	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_jnt/c_sprtil3_ride_piv
292AEC17	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_jnt/c_sprtil2_ride_piv
B3636851	c_trans_ride/c_hip_ride_jnt/c_mngtil_ride_jnt/c_sprtil1_ride_piv
DEFF6118	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt
689B73DD	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt
75330068	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/l_spraccA1_ride_jnt
2087737C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/l_spraccA1_ride_jnt/l_accA2_ride_jnt
ECD16669	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/l_spraccB1_ride_jnt
BBBB125A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/l_spraccB1_ride_jnt/l_accB2_ride_jnt
AA609435	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/r_spraccC1_ride_jnt
E504DC3C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/r_spraccC1_ride_jnt/r_accC2_ride_jnt
835B81B6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/r_spraccD1_ride_jnt
C8363AEC	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_mngacc_ride_jnt/r_spraccD1_ride_jnt/r_accD2_ride_jnt
4F81991C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_ride_loc
5AB229FF	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt
FC9FAF3D	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt
4633732B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_head_ride_jnt
D29F7E2E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
EAB19D6E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_head_ride_jnt/l_eyeLow_ride_jnt
F3EBA15B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_head_ride_jnt/l_eyeUp_ride_jnt
BCC4FC85	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_head_ride_jnt/r_eyeLow_ride_jnt
354E696E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_head_ride_jnt/r_eyeUp_ride_jnt
E92C3EEB	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt
CFF41007	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt
72E9A433	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
7684634E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt/c_tongue1_ride_jnt
92F4CD5A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt/c_tongue1_ride_jnt/c_tongue2_ride_jnt
B8253E33	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt/c_tongue1_ride_jnt/c_tongue2_ride_jnt/c_tongue3_ride_jnt
94ED5C6C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_ear1_ride_jnt
B5E9D832	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_ear1_ride_jnt/l_ear2_ride_jnt
B0C044F0	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_ear_ride_jnt
D7BD3F6C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eyeInLow_ride_jnt
27DC743E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eyeInUp_ride_jnt
6F4A0BE6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eyeball_ride_jnt
4C0022C6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/l_eyeball_ride_jnt/l_eyeblack_ride_jnt
3DFCDB56	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_ear1_ride_jnt
A3E9E676	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_ear1_ride_jnt/r_ear2_ride_jnt
1DE92D1C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_ear_ride_jnt
508212F0	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eyeInLow_ride_jnt
10523AAF	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eyeInUp_ride_jnt
58C44577	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eyeball_ride_jnt
523C066F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_head_ride_jnt/r_eyeball_ride_jnt/r_eyeblack_ride_jnt
34BFFE55	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt
B1834130	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt
95B70825	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/c_jaw_ride_jnt
60E8E421	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt
30D0C91E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt
6A074D16	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt
D6C55085	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt
6450A0CC	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt
F9F4985E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_reins6_ride_jnt
25D00195	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_reins6_ride_jnt/l_reins7_ride_jnt
E81F8D06	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_reins6_ride_jnt/l_sprreinsE1_ride_jnt
4DC75964	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_reins6_ride_jnt/l_sprreinsE1_ride_jnt/l_reinsE2_ride_jnt
999D2691	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_sprreinsD1_ride_jnt
5E60BACD	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_reins5_ride_jnt/l_sprreinsD1_ride_jnt/l_reinsD2_ride_jnt
B5231DDA	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_sprreinsC1_ride_jnt
6CD17F40	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_reins4_ride_jnt/l_sprreinsC1_ride_jnt/l_reinsC2_ride_jnt
9323EBF4	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_sprreinsB1_ride_jnt
32771CD7	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_reins3_ride_jnt/l_sprreinsB1_ride_jnt/l_reinsB2_ride_jnt
EF1C1337	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_sprreinsA1_ride_jnt
28BCEC41	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/l_reins1_ride_jnt/l_reins2_ride_jnt/l_sprreinsA1_ride_jnt/l_reinsA2_ride_jnt
369D85CA	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_neck1_ride_jnt/c_neck2_ride_jnt/c_neck3_ride_jnt/c_head_ride_jnt/r_reins1_ride_jnt
